index,NCT,Sponsor,Start_Year,Start_Month,Phase,Enrollment,Status,Condition
13145,NCT01220947,Roche,2010,11,Phase 2,421,Completed,"Hepatitis C, Chronic"
13146,NCT01224106,Roche,2010,11,Phase 3,799,"Active, not recruiting",Alzheimer Disease
13147,NCT01227707,Roche,2005,11,Phase 2,43,Completed,Colorectal Neoplasms
13148,NCT01230710,Roche,2011,3,Phase 4,51,Completed,Lung Neoplasms
13149,NCT01232569,Roche,2011,3,Phase 3,656,Completed,"Arthritis, Rheumatoid"
13150,NCT01234779,Roche,2011,2,Phase 2,301,Completed,Schizophrenia
13151,NCT01235507,Roche,2011,2,Phase 3,71,Completed,"Arthritis, Rheumatoid"
13152,NCT01235520,Roche,2011,1,Phase 3,595,Completed,Schizophrenia
13153,NCT01235559,Roche,2010,12,Phase 3,604,Completed,Schizophrenia
13154,NCT01235585,Roche,2010,12,Phase 3,597,Completed,Schizophrenia
13155,NCT01237496,Roche,2005,7,Phase 3,17,Completed,"Hepatitis, Chronic"
13156,NCT01239732,Roche,2010,12,Phase 3,1021,Completed,Ovarian Neoplasms
13157,NCT01245439,Roche,2011,9,Phase 3,65,Completed,"Arthritis, Rheumatoid"
13158,NCT01245634,Roche,2010,12,Phase 2,384,Completed,"Graft Occlusion, Vascular"
13159,NCT01247324,Roche,2011,8,Phase 3,821,"Active, not recruiting",Sclerosis
13160,NCT01248936,Roche,2010,12,Phase 2,374,Completed,Melanoma
13161,NCT01250119,Roche,2011,3,Phase 2,688,Completed,Lung Neoplasms
13162,NCT01250379,Roche,2011,2,Phase 3,494,Completed,Breast Neoplasms
13163,NCT01251120,Roche,2011,11,Phase 4,2,Terminated,"Arthritis, Rheumatoid"
13164,NCT01253564,Roche,2010,11,Phase 2,24,Completed,Melanoma
13165,NCT01254331,Roche,2011,2,Phase 3,51,Completed,"Arthritis, Rheumatoid"
13166,NCT01258101,Roche,2003,5,Phase 4,395,Completed,Hepatitis
13167,NCT01260181,Roche,2011,3,Phase 2,30,Completed,Lung Neoplasms
13168,NCT01260194,Roche,2011,6,Phase 4,4,Terminated,Stomach Neoplasms
13169,NCT01263704,Roche,2011,7,Phase 2,42,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
13170,NCT01264380,Roche,2011,1,Phase 1,16,Completed,Melanoma
13171,NCT01271010,Roche,2011,6,Phase 4,89,Terminated,"Leukemia, Lymphocytic, Chronic, B-Cell"
13172,NCT01271803,Roche,2011,2,Phase 1,131,Completed,Melanoma
13173,NCT01272908,Roche,2006,7,Phase 3,120,Completed,"Arthritis, Rheumatoid"
13174,NCT01277094,Roche,2011,4,Phase 1,82,Completed,Fatty Liver
13175,NCT01278134,Roche,2011,2,Phase 2,170,Completed,"Hepatitis C, Chronic"
13176,NCT01283386,Roche,2011,4,Phase 4,18,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
13177,NCT01283971,Roche,2011,5,Phase 4,96,Terminated,"Arthritis, Rheumatoid"
13178,NCT01285583,Roche,2010,10,Phase 2/Phase 3,271,Completed,Amyotrophic Lateral Sclerosis
13179,NCT01286753,Roche,2011,6,Phase 2,51,Completed,Thyroid Neoplasms
13180,NCT01287741,Roche,2011,7,Phase 3,1418,Completed,"Lymphoma, Large B-Cell, Diffuse"
13181,NCT01287754,Roche,2011,10,Phase 4,24,Completed,Lung Neoplasms
13182,NCT01290094,Roche,2011,4,Phase 3,41,Completed,Osteoporosis
13183,NCT01290718,Roche,2011,12,Phase 2,4,Terminated,Breast Neoplasms
13184,NCT01292603,Roche,2011,4,Phase 1,240,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
13185,NCT01296971,Roche,2009,12,Phase 3,0,Withdrawn,Hepatitis
13186,NCT01301729,Roche,2011,3,Phase 4,32,Completed,Breast Neoplasms
13187,NCT01302600,Roche,2010,11,Phase 2,165,Completed,"Muscular Atrophy, Spinal"
13188,NCT01307397,Roche,2011,3,Phase 3,3219,Completed,Melanoma
13189,NCT01308684,Roche,2011,5,Phase 1,22,Completed,Glioblastoma
13190,NCT01308723,Roche,2011,3,Phase 1,6,Completed,"Carcinoma, Hepatocellular"
13191,NCT01310036,Roche,2011,4,Phase 2,208,Completed,Lung Neoplasms
13192,NCT01323153,Roche,2011,3,Phase 3,300,Completed,Coronary Disease
13193,NCT01326000,Roche,2011,4,Phase 2,169,Completed,Colorectal Neoplasms
13194,NCT01326962,Roche,2011,11,Phase 3,28,Completed,"Arthritis, Rheumatoid"
13195,NCT01327183,Roche,2011,5,Phase 2,532,Completed,Myocardial Infarction
13196,NCT01328951,Roche,2011,9,Phase 3,643,Completed,Lung Neoplasms
13197,NCT01331837,Roche,2011,8,Phase 4,3080,Completed,"Arthritis, Rheumatoid"
13198,NCT01331850,Roche,2011,5,Phase 2,381,Completed,Hepatitis
13199,NCT01332968,Roche,2011,7,Phase 3,1401,"Active, not recruiting","Lymphoma, Non-Hodgkin"
13200,NCT01332994,Roche,2011,3,Phase 3,519,Completed,"Arthritis, Rheumatoid"
13201,NCT01337375,Roche,2011,3,Phase 1,31,Completed,Hepatitis
13202,NCT01338558,Roche,2011,6,Phase 3,0,Withdrawn,Colorectal Neoplasms
13203,NCT01342640,Roche,2011,7,Phase 4,70,Completed,Anemia
13204,NCT01342965,Roche,2011,3,Phase 3,217,Completed,Lung Neoplasms
13205,NCT01351415,Roche,2011,6,Phase 3,485,Completed,Lung Neoplasms
13206,NCT01353859,Roche,2011,3,Phase 3,39,Completed,"Arthritis, Rheumatoid"
13207,NCT01358877,Roche,2011,11,Phase 3,4804,"Active, not recruiting",Breast Neoplasms
13208,NCT01358929,Roche,2011,4,Phase 1,45,Completed,"Diabetes Mellitus, Type 2"
13209,NCT01363986,Roche,2011,9,Phase 2,3,Terminated,Breast Neoplasms
13210,NCT01364012,Roche,2011,5,Phase 3,276,Completed,Lung Neoplasms
13211,NCT01367665,Roche,2011,7,Phase 2,1226,Completed,"Carcinoma, Basal Cell"
13212,NCT01371162,Roche,2011,6,Phase 1,42,Completed,Hepatitis
13213,NCT01372384,Roche,2012,1,Phase 2,6,Completed,Lung Neoplasms
13214,NCT01374321,Roche,2011,10,Phase 2,168,Completed,Myocardial Infarction
13215,NCT01376804,Roche,2011,7,Phase 4,57,Completed,Cytomegalovirus Infections
13216,NCT01378962,Roche,2011,3,Phase 2,50,Completed,Lung Neoplasms
13217,NCT01378975,Roche,2011,7,Phase 2,146,Completed,Melanoma
13218,NCT01382940,Roche,2011,7,Phase 4,351,Completed,"Arthritis, Rheumatoid"
13219,NCT01383707,Roche,2011,8,Phase 2,77,Completed,Colorectal Neoplasms
13220,NCT01388959,Roche,1998,11,Phase 2,40,Completed,"Lymphoma, Non-Hodgkin"
13221,NCT01390948,Roche,2011,10,Phase 2,124,"Active, not recruiting",Glioma
13222,NCT01392716,Roche,1997,10,Phase 2,48,Completed,"Lymphoma, Non-Hodgkin"
13223,NCT01398267,Roche,2011,8,Phase 1,55,Completed,"Diabetes Mellitus, Type 2"
13224,NCT01399697,Roche,2011,9,Phase 4,261,Completed,"Arthritis, Rheumatoid"
13225,NCT01401166,Roche,2011,10,Phase 2,488,Completed,Breast Neoplasms
13226,NCT01412333,Roche,2011,9,Phase 3,835,"Active, not recruiting",Sclerosis
13227,NCT01419197,Roche,2011,9,Phase 3,602,Completed,Breast Neoplasms
13228,NCT01429792,Roche,2008,9,Phase 4,1013,Completed,Hepatitis
13229,NCT01436955,Roche,2011,11,Phase 1,35,Completed,Down Syndrome
13230,NCT01437657,Roche,2011,10,Phase 2,319,Completed,Depressive Disorder
13231,NCT01447420,Roche,2011,2,Phase 4,129,Completed,Hepatitis
13232,NCT01450696,Roche,2011,12,Phase 3,296,Terminated,Stomach Neoplasms
13233,NCT01455701,Roche,2012,10,Phase 1,11,Completed,Arthritis
13234,NCT01457677,Roche,2011,12,Phase 2,357,Completed,Depressive Disorder
13235,NCT01460446,Roche,2011,10,,218,Completed,"Diabetes Mellitus, Type 1"
13236,NCT01461057,Roche,2011,12,Phase 2,30,Completed,Stomach Neoplasms
13237,NCT01461928,Roche,2011,12,Phase 3,694,Completed,"Lymphoma, Non-Hodgkin"
13238,NCT01468077,Roche,2011,11,Phase 2,47,Completed,"Arthritis, Rheumatoid"
13239,NCT01474239,Roche,2011,11,Phase 2,91,Completed,Glioblastoma
13240,NCT01474278,Roche,2011,12,Phase 1,19,Completed,Autistic Disorder
13241,NCT01482390,Roche,2011,11,Phase 2,80,Completed,Hepatitis C
13242,NCT01482403,Roche,2011,11,Phase 2,58,Completed,Hepatitis
13243,NCT01483352,Roche,2011,11,,12,Completed,"Diabetes Mellitus, Type 1"
13244,NCT01483742,Roche,2012,4,Phase 2,43,Completed,Hepatitis
13245,NCT01491737,Roche,2012,2,Phase 2,258,"Active, not recruiting",Breast Neoplasms
13246,NCT01493271,Roche,2011,12,Phase 2,31,Completed,Hypertension
13247,NCT01493336,Roche,2012,5,Phase 1,37,Completed,Colorectal Neoplasms
13248,NCT01507168,Roche,2012,2,Phase 2,186,Completed,"Carcinoma, Hepatocellular"
13249,NCT01510899,Roche,2011,10,Phase 1,12,Completed,Renal Insufficiency
13250,NCT01513083,Roche,2012,2,Phase 1,28,Completed,Breast Neoplasms
13251,NCT01516476,Roche,2011,11,Phase 2,2,Terminated,"Diabetes Mellitus, Type 2"
13252,NCT01516541,Roche,2012,1,Phase 3,2220,Completed,Cardiovascular Diseases
13253,NCT01517698,Roche,2012,5,Phase 2,185,Completed,Fragile X Syndrome
13254,NCT01519323,Roche,2013,1,Phase 1,6,Terminated,Melanoma
13255,NCT01519921,Roche,2005,10,Phase 4,150,Completed,"Hepatitis, Chronic"
13256,NCT01519947,Roche,2012,5,Phase 4,86,Completed,Anemia
13257,NCT01519960,Roche,2012,7,Phase 3,165,"Active, not recruiting","Hepatitis, Chronic"
13258,NCT01524978,Roche,2012,4,Phase 2,208,Completed,Multiple Myeloma
13259,NCT01532869,Roche,2012,3,Phase 3,87,Completed,Sclerosis
13260,NCT01565083,Roche,2012,4,Phase 2,213,Completed,Breast Neoplasms
13261,NCT01566721,Roche,2012,5,Phase 3,2577,"Active, not recruiting",Breast Neoplasms
13262,NCT01572038,Roche,2012,6,Phase 3,1436,"Active, not recruiting",Breast Neoplasms
13263,NCT01575769,Roche,2012,1,Phase 3,41,Terminated,Arthritis
13264,NCT01579019,Roche,2012,7,Phase 2,0,Withdrawn,"Hepatitis C, Chronic"
13265,NCT01585324,Roche,2012,1,Phase 4,30,Completed,Hepatitis
13266,NCT01587989,Roche,2012,2,Phase 3,77,Completed,"Arthritis, Rheumatoid"
13267,NCT01588990,Roche,2012,6,Phase 4,128,Completed,Colorectal Neoplasms
13268,NCT01590719,Roche,2012,7,Phase 2,123,Completed,Stomach Neoplasms
13269,NCT01591460,Roche,2012,8,Phase 4,165,Completed,Hepatitis
13270,NCT01605526,Roche,2012,5,Phase 1,23,Completed,Sarcoma
13271,NCT01609010,Roche,2002,10,Phase 3,313,Completed,Lymphoma
13272,NCT01609543,Roche,2012,5,Phase 4,62,Completed,"Carcinoma, Non-Small-Cell Lung"
13273,NCT01610791,Roche,2010,3,Phase 3,121,Completed,"Arthritis, Rheumatoid"
13274,NCT01628094,Roche,2012,6,Phase 2,110,Completed,"Hepatitis C, Chronic"
13275,NCT01632228,Roche,2012,6,Phase 2,135,Completed,Glioblastoma
13276,NCT01635296,Roche,2012,7,Phase 1,43,Completed,Leukemia
13277,NCT01638650,Roche,2012,1,Phase 1,23,Completed,HIV Infections
13278,NCT01641250,Roche,2012,8,Phase 1,44,Completed,Leukemia
13279,NCT01641939,Roche,2012,9,Phase 2/Phase 3,415,Terminated,Stomach Neoplasms
13280,NCT01649804,Roche,2012,7,Phase 3,12,Completed,"Arthritis, Rheumatoid"
13281,NCT01649856,Roche,2012,8,Phase 3,572,Completed,"Lymphoma, Large B-Cell, Diffuse"
13282,NCT01655381,Roche,2012,4,Phase 3,15,Completed,"Arthritis, Rheumatoid"
13283,NCT01661140,Roche,2012,9,Phase 4,427,Terminated,"Arthritis, Rheumatoid"
13284,NCT01662869,Roche,2012,11,Phase 3,564,Completed,Stomach Neoplasms
13285,NCT01663727,Roche,2012,8,Phase 3,481,Completed,Breast Neoplasms
13286,NCT01663740,Roche,2012,1,Phase 4,59,Completed,Cytomegalovirus Infections
13287,NCT01664598,Roche,2012,5,Phase 3,49,Completed,"Arthritis, Rheumatoid"
13288,NCT01665430,Roche,2012,7,Phase 3,38,Terminated,"Arthritis, Rheumatoid"
13289,NCT01667367,Roche,2012,8,Phase 1,13,Completed,Syndrome
13290,NCT01667419,Roche,2012,9,Phase 3,498,"Active, not recruiting",Melanoma
13291,NCT01667471,Roche,2012,1,Phase 3,6,Completed,Arthritis
13292,NCT01667562,Roche,2012,1,Phase 3,30,Completed,Lung Neoplasms
13293,NCT01668966,Roche,2013,12,Phase 3,24,Completed,"Arthritis, Rheumatoid"
13294,NCT01673919,Roche,2012,2,Phase 3,7,Completed,Arthritis
13295,NCT01674062,Roche,2006,5,Phase 2,95,Completed,Breast Neoplasms
13296,NCT01674361,Roche,2012,12,Phase 2,99,Completed,Obsessive-Compulsive Disorder
13297,NCT01675427,Roche,2011,8,Phase 4,4766,Completed,Hepatitis
13298,NCT01677754,Roche,2012,10,Phase 2,542,Completed,Alzheimer Disease
13299,NCT01677780,Roche,2012,11,Phase 1,11,Completed,"Leukemia, Myeloid"
13300,NCT01680978,Roche,2012,10,Phase 2,18,Completed,"Diabetes Mellitus, Type 2"
13301,NCT01680991,Roche,2012,9,Phase 1,48,Completed,"Lymphoma, B-Cell"
13302,NCT01684878,Roche,2012,10,Phase 3,208,Completed,Ovarian Neoplasms
13303,NCT01689519,Roche,2013,1,Phase 3,495,"Active, not recruiting",Melanoma
13304,NCT01691755,Roche,2012,11,Phase 3,196,Completed,"Diabetes Mellitus, Type 2"
13305,NCT01691846,Roche,2012,10,Phase 3,200,Completed,"Diabetes Mellitus, Type 2"
13306,NCT01691989,Roche,2012,12,Phase 3,197,Completed,"Diabetes Mellitus, Type 2"
13307,NCT01695772,Roche,2012,10,Phase 4,50,Completed,Colorectal Neoplasms
13308,NCT01697501,Roche,2012,11,Phase 3,88,Completed,"Hepatitis, Chronic"
13309,NCT01701089,Roche,2012,9,Phase 1,17,Completed,Alzheimer Disease
13310,NCT01702558,Roche,2014,12,Phase 2,181,Completed,Stomach Neoplasms
13311,NCT01702571,Roche,2012,11,Phase 3,2003,"Active, not recruiting",Breast Neoplasms
13312,NCT01702714,Roche,2014,7,Phase 1,0,Withdrawn,Lung Neoplasms
13313,NCT01706575,Roche,2013,1,Phase 2,76,Completed,"Hepatitis, Chronic"
13314,NCT01715818,Roche,2012,12,Phase 3,1999,Completed,Diabetes Mellitus
13315,NCT01715831,Roche,2013,1,Phase 4,26,Completed,"Arthritis, Rheumatoid"
13316,NCT01715909,Roche,2014,1,Phase 1,20,Completed,"Influenza, Human"
13317,NCT01724021,Roche,2012,12,Phase 3,743,Completed,Lymphoma
13318,NCT01727986,Roche,2013,3,Phase 3,11,Completed,Arthritis
13319,NCT01729403,Roche,2012,12,Phase 2,57,Completed,"Diabetes Mellitus, Type 2"
13320,NCT01730456,Roche,2012,10,Phase 3,13,Completed,"Arthritis, Rheumatoid"
13321,NCT01734382,Roche,2013,6,Phase 4,40,"Active, not recruiting",Arthritis
13322,NCT01734993,Roche,2012,10,Phase 3,11,Completed,"Arthritis, Rheumatoid"
13323,NCT01748773,Roche,2013,1,Phase 2,35,Completed,Stomach Neoplasms
13324,NCT01749150,Roche,2013,4,Phase 2,61,Completed,Hepatitis
13325,NCT01750697,Roche,2013,5,Phase 2,25,Completed,Granulomatosis with Polyangiitis
13326,NCT01750957,Roche,2013,2,Phase 2,47,Completed,Fragile X Syndrome
13327,NCT01765543,Roche,2013,7,Phase 1,27,Completed,Melanoma
13328,NCT01765556,Roche,2013,10,Phase 1,0,Withdrawn,Melanoma
13329,NCT01765569,Roche,2013,7,Phase 1,29,Completed,Melanoma
13330,NCT01765582,Roche,2013,1,Phase 2,280,Terminated,Colorectal Neoplasms
13331,NCT01772316,Roche,2012,12,Phase 3,47,Completed,"Arthritis, Rheumatoid"
13332,NCT01772472,Roche,2013,4,Phase 3,1487,"Active, not recruiting",Breast Neoplasms
13333,NCT01773408,Roche,2013,2,Phase 1,122,Completed,Leukemia
13334,NCT01774786,Roche,2013,6,Phase 3,780,"Active, not recruiting",Stomach Neoplasms
13335,NCT01787279,Roche,2006,1,Phase 4,59,Completed,"Hepatitis, Chronic"
13336,NCT01789788,Roche,2013,3,Phase 1,56,Completed,"Diabetes Mellitus, Type 2"
13337,NCT01791153,Roche,2013,7,Phase 3,251,"Active, not recruiting",Giant Cell Arteritis
13338,NCT01793441,Roche,2013,9,Phase 2,223,Completed,Autism Spectrum Disorder
13339,NCT01801111,Roche,2013,6,Phase 1/Phase 2,138,Completed,"Carcinoma, Non-Small-Cell Lung"
13340,NCT01808885,Roche,2013,4,Phase 1,44,Completed,"Multiple Sclerosis, Relapsing-Remitting"
13341,NCT01810393,Roche,2013,6,Phase 3,114,"Active, not recruiting",Breast Neoplasms
13342,NCT01815840,Roche,2013,4,Phase 2,229,Completed,"Carcinoma, Basal Cell"
13343,NCT01820169,Roche,2013,4,,2,Terminated,"Diabetes Mellitus, Type 2"
13344,NCT01844674,Roche,2013,9,Phase 1,18,Completed,Melanoma
13345,NCT01849666,Roche,2013,9,Phase 1,2,Completed,Melanoma
13346,NCT01851824,Roche,2013,8,Phase 1,9,Completed,Melanoma
13347,NCT01853254,Roche,2003,9,Phase 3,272,Completed,Hepatitis
13348,NCT01855789,Roche,2013,11,Phase 3,718,Completed,"Arthritis, Rheumatoid"
13349,NCT01860638,Roche,2013,8,Phase 2,296,Completed,Glioblastoma
13350,NCT01867125,Roche,2013,7,Phase 3,1081,Completed,Asthma
13351,NCT01868061,Roche,2013,7,Phase 3,1068,Completed,Asthma
13352,NCT01871415,Roche,2013,5,Phase 3,7,Completed,"Diabetes Mellitus, Type 2"
13353,NCT01871428,Roche,2013,6,Phase 3,13,Completed,"Diabetes Mellitus, Type 2"
13354,NCT01871805,Roche,2013,9,Phase 1/Phase 2,134,Completed,Lung Neoplasms
13355,NCT01872689,Roche,2013,10,Phase 2,505,Completed,Idiopathic Pulmonary Fibrosis
13356,NCT01875003,Roche,2013,8,Phase 3,348,Completed,Asthma
13357,NCT01878318,Roche,2013,6,Phase 4,0,Withdrawn,"Arthritis, Rheumatoid"
13358,NCT01880437,Roche,2013,9,Phase 2,38,Terminated,Leukemia
13359,NCT01887886,Roche,2013,12,Phase 3,10,Completed,Lung Neoplasms
13360,NCT01889069,Roche,2013,7,Phase 3,161,"Active, not recruiting","Lymphoma, B-Cell"
13361,NCT01893242,Roche,2013,12,Phase 3,0,Withdrawn,Diabetes Mellitus
13362,NCT01897038,Roche,2013,9,Phase 1,9,Completed,"Carcinoma, Hepatocellular"
13363,NCT01898585,Roche,2013,10,Phase 4,60,"Active, not recruiting",Melanoma
13364,NCT01898598,Roche,2014,1,Phase 2,18,Terminated,"Carcinoma, Basal Cell"
13365,NCT01903954,Roche,2011,1,Phase 2,283,Completed,Hepatitis
13366,NCT01903993,Roche,2013,8,Phase 2,287,Completed,Lung Neoplasms
13367,NCT01904279,Roche,2013,7,Phase 1,52,Completed,Arthritis
13368,NCT01904292,Roche,2013,8,Phase 1,52,Completed,Arthritis
13369,NCT01905943,Roche,2013,11,Phase 3,979,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
13370,NCT01910181,Roche,2013,8,Phase 1,46,Completed,Melanoma
13371,NCT01918254,Roche,2013,8,Phase 1,66,Completed,Breast Neoplasms
13372,NCT01922037,Roche,2013,6,Phase 4,806,Completed,Asthma
13373,NCT01923025,Roche,2013,8,Phase 1,9,Completed,Schizophrenia
13374,NCT01926886,Roche,2013,11,Phase 3,102,Unknown status,Breast Neoplasms
13375,NCT01928615,Roche,2013,9,Phase 2,2,Terminated,Breast Neoplasms
13376,NCT01940497,Roche,2013,11,Phase 3,240,Completed,Breast Neoplasms
13377,NCT01941082,Roche,2013,12,Phase 1,24,Completed,Macular Degeneration
13378,NCT01941095,Roche,2013,11,Phase 3,100,Completed,"Arthritis, Rheumatoid"
13379,NCT01941940,Roche,2013,9,Phase 3,227,Completed,"Arthritis, Rheumatoid"
13380,NCT01948401,Roche,2013,7,Phase 2,54,Completed,Asthma
13381,NCT01951170,Roche,2013,11,Phase 3,52,Completed,"Arthritis, Rheumatoid"
13382,NCT01951183,Roche,2013,12,Phase 2,0,Withdrawn,"Diabetes Mellitus, Type 2"
13383,NCT01964391,Roche,2014,2,Phase 3,174,"Active, not recruiting",Breast Neoplasms
13384,NCT01966471,Roche,2014,1,Phase 3,1846,"Active, not recruiting",Breast Neoplasms
13385,NCT01984242,Roche,2014,1,Phase 2,305,"Active, not recruiting","Carcinoma, Renal Cell"
13386,NCT01987479,Roche,2014,1,Phase 3,150,Completed,"Arthritis, Rheumatoid"
13387,NCT01987492,Roche,2014,2,Phase 2,230,Completed,Asthma
13388,NCT01987505,Roche,2013,11,Phase 3,140,Completed,"Lymphoma, Non-Hodgkin"
13389,NCT01988012,Roche,2014,1,Phase 3,100,Completed,"Arthritis, Rheumatoid"
13390,NCT01995201,Roche,2013,9,Phase 3,401,Completed,"Arthritis, Rheumatoid"
13391,NCT01995383,Roche,2013,11,Phase 1,88,Completed,Atherosclerosis
13392,NCT01996332,Roche,2004,4,Phase 2,1805,Completed,Lung Neoplasms
13393,NCT01998880,Roche,2009,12,Phase 3,787,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
13394,NCT01998893,Roche,1997,1,Phase 2,38,Completed,"Lymphoma, Non-Hodgkin"
13395,NCT01998906,Roche,2002,5,Phase 3,330,Completed,Breast Neoplasms
13396,NCT01998919,Roche,2006,8,Phase 2,154,Completed,Lung Neoplasms
13397,NCT02000531,Roche,2014,1,Phase 4,45,Completed,"Carcinoma, Non-Small-Cell Lung"
13398,NCT02001987,Roche,2014,1,Phase 3,139,Completed,"Arthritis, Rheumatoid"
13399,NCT02004093,Roche,2005,12,Phase 2,149,Completed,Ovarian Neoplasms
13400,NCT02005471,Roche,2014,3,Phase 3,389,"Active, not recruiting","Leukemia, Lymphocytic, Chronic, B-Cell"
13401,NCT02005484,Roche,2004,1,Phase 2,6,Terminated,Stomach Neoplasms
13402,NCT02005549,Roche,2006,2,Phase 2,18,Completed,Breast Neoplasms
13403,NCT02006667,Roche,2001,1,Phase 2,13,Completed,Urologic Neoplasms
13404,NCT02006706,Roche,2006,8,Phase 3,15,Completed,"Arthritis, Rheumatoid"
13405,NCT02008227,Roche,2014,3,Phase 3,1225,"Active, not recruiting",Lung Neoplasms
13406,NCT02010216,Roche,2010,3,Phase 4,23,Completed,"Arthritis, Rheumatoid"
13407,NCT02011334,Roche,2014,7,Phase 3,285,Completed,"Arthritis, Rheumatoid"
13408,NCT02013206,Roche,2006,9,Phase 2,52,Completed,Lung Neoplasms
13409,NCT02013219,Roche,2014,4,Phase 1,52,"Active, not recruiting",Lung Neoplasms
13410,NCT02013765,Roche,2001,1,Phase 2,5,Terminated,Urologic Neoplasms
13411,NCT02013817,Roche,2005,10,Phase 2,43,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
13412,NCT02013830,Roche,2005,5,Phase 2,45,Completed,Liver Neoplasms
13413,NCT02015676,Roche,2001,7,Phase 1/Phase 2,69,Completed,Breast Neoplasms
13414,NCT02019277,Roche,2013,12,Phase 3,50,Completed,Breast Neoplasms
13415,NCT02019329,Roche,2014,1,Phase 1,32,Completed,Schizophrenia
13416,NCT02024789,Roche,2014,5,Phase 2,173,Completed,Down Syndrome
13417,NCT02031458,Roche,2014,1,Phase 2,667,"Active, not recruiting",Lung Neoplasms
13418,NCT02031471,Roche,2014,1,Phase 3,57,Completed,"Arthritis, Rheumatoid"
13419,NCT02031744,Roche,2014,1,Phase 3,530,Completed,Lung Neoplasms
13420,NCT02040935,Roche,2014,2,Phase 3,128,Completed,Breast Neoplasms
13421,NCT02046603,Roche,2014,3,Phase 3,162,Completed,"Arthritis, Rheumatoid"
13422,NCT02046616,Roche,2014,5,Phase 3,133,Completed,"Arthritis, Rheumatoid"
13423,NCT02051608,Roche,2014,3,Phase 3,389,"Active, not recruiting",Alzheimer Disease
13424,NCT02053610,Roche,2009,12,Phase 3,787,Completed,"Leukemia, Lymphocytic, Chronic, B-Cell"
13425,NCT02055820,Roche,2013,11,Phase 1/Phase 2,267,"Active, not recruiting","Lymphoma, Non-Hodgkin"
13426,NCT02071225,Roche,2014,4,Phase 2,72,"Active, not recruiting","Leukemia, Lymphocytic, Chronic, B-Cell"
13427,NCT02075840,Roche,2014,8,Phase 3,303,"Active, not recruiting",Lung Neoplasms
13428,NCT02079519,Roche,2006,5,Phase 2,10,Terminated,Multiple Myeloma
13429,NCT02079532,Roche,2006,11,Phase 3,302,Completed,"Arthritis, Rheumatoid"
13430,NCT02081183,Roche,2006,3,Phase 3,16,Terminated,Lupus Nephritis
13431,NCT02093026,Roche,2002,8,Phase 2,465,Completed,"Arthritis, Rheumatoid"
13432,NCT02097745,Roche,2004,6,Phase 3,341,Completed,"Arthritis, Rheumatoid"
